TimeSlice,EventSeq
5393659,"['E1', 'E1', 'E1']"
5393661,"['E1', 'E2']"
5393663,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393664,"['E1', 'E2']"
5393666,"['E1', 'E1', 'E1']"
5393668,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393671,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5393672,"['E1', 'E1', 'E1']"
5393675,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393677,"['E1', 'E1', 'E1']"
5393678,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393679,"['E1', 'E2']"
5393681,"['E1', 'E1', 'E1']"
5393682,"['E1', 'E2']"
5393684,"['E1', 'E1', 'E1']"
5393686,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5393689,"['E1', 'E2']"
5393690,"['E1', 'E1', 'E1']"
5393693,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393695,"['E1', 'E1', 'E1']"
5393696,"['E1', 'E2']"
5393699,"['E1', 'E1', 'E1']"
5393700,"['E1', 'E2']"
5393701,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393702,"['E1', 'E1', 'E1']"
5393703,"['E1', 'E2']"
5393704,"['E1', 'E1', 'E1']"
5393707,"['E1', 'E2']"
5393708,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393709,"['E1', 'E1', 'E1']"
5393710,['E1']
5393711,"['E2', 'E1', 'E1', 'E1']"
5393713,"['E1', 'E1', 'E1']"
5393714,"['E1', 'E2']"
5393716,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393717,"['E1', 'E1', 'E1']"
5393718,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393720,"['E1', 'E1', 'E1']"
5393721,"['E1', 'E2']"
5393722,"['E1', 'E1', 'E1']"
5393723,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393725,"['E1', 'E2']"
5393726,"['E1', 'E1', 'E1']"
5393727,"['E1', 'E1', 'E1']"
5393728,"['E1', 'E2']"
5393729,"['E1', 'E1', 'E1']"
5393731,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393732,"['E1', 'E2']"
5393735,"['E1', 'E2', 'E1', 'E1']"
5393736,"['E1', 'E1', 'E1']"
5393738,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393739,"['E1', 'E2']"
5393740,"['E1', 'E1', 'E1']"
5393742,"['E1', 'E2']"
5393744,['E1']
5393745,"['E1', 'E1', 'E1']"
5393746,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5393747,"['E1', 'E1', 'E1']"
5393749,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393753,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393754,"['E1', 'E1', 'E1']"
5393756,"['E1', 'E1', 'E1']"
5393757,"['E1', 'E2']"
5393758,"['E1', 'E1', 'E1']"
5393760,"['E1', 'E2']"
5393761,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393763,"['E1', 'E1', 'E1']"
5393764,"['E1', 'E2']"
5393765,"['E1', 'E1', 'E1']"
5393767,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393768,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393771,"['E1', 'E2']"
5393774,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393776,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393778,"['E1', 'E2']"
5393781,"['E1', 'E2']"
5393783,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393785,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393788,"['E1', 'E2']"
5393791,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393792,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393794,"['E1', 'E1', 'E1']"
5393796,"['E1', 'E2', 'E4']"
5393798,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393799,"['E1', 'E2']"
5393801,"['E1', 'E1', 'E1']"
5393803,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393806,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5393810,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393812,"['E1', 'E1', 'E1']"
5393813,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393817,"['E1', 'E2']"
5393819,"['E1', 'E1', 'E1']"
5393820,"['E1', 'E2']"
5393821,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393824,"['E1', 'E2']"
5393827,"['E1', 'E2']"
5393828,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393830,"['E1', 'E1', 'E1']"
5393831,"['E1', 'E2']"
5393835,"['E1', 'E2']"
5393836,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393837,"['E1', 'E1', 'E1']"
5393838,"['E1', 'E2']"
5393839,"['E1', 'E1', 'E1']"
5393842,"['E1', 'E2']"
5393843,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393845,"['E1', 'E2']"
5393846,"['E1', 'E1', 'E1']"
5393848,"['E1', 'E1', 'E1']"
5393849,"['E1', 'E2']"
5393850,"['E1', 'E1', 'E1']"
5393851,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393852,"['E1', 'E2']"
5393855,"['E1', 'E1', 'E1']"
5393856,"['E1', 'E2']"
5393857,"['E1', 'E1', 'E1']"
5393858,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393859,"['E1', 'E2']"
5393860,"['E1', 'E1', 'E1']"
5393863,"['E1', 'E2']"
5393864,"['E1', 'E1', 'E1']"
5393866,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5393869,"['E1', 'E1', 'E1']"
5393870,"['E1', 'E2']"
5393873,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393874,"['E1', 'E2']"
5393875,"['E1', 'E1', 'E1']"
5393877,"['E1', 'E2']"
5393878,"['E1', 'E1', 'E1']"
5393881,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393882,"['E1', 'E1', 'E1']"
5393884,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393887,"['E1', 'E1', 'E1']"
5393888,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393891,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393893,"['E1', 'E1', 'E1']"
5393895,"['E1', 'E2']"
5393896,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393898,"['E1', 'E2']"
5393900,"['E1', 'E1', 'E1']"
5393902,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393903,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393905,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393909,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393911,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393912,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393914,"['E1', 'E1', 'E1']"
5393916,"['E1', 'E2']"
5393918,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393920,"['E1', 'E2']"
5393921,"['E1', 'E1', 'E1']"
5393923,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393926,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393927,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393928,"['E1', 'E1', 'E1']"
5393930,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393932,"['E1', 'E1', 'E1']"
5393933,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393934,"['E1', 'E2']"
5393936,"['E1', 'E1', 'E1']"
5393937,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393939,"['E1', 'E1', 'E1']"
5393941,"['E1', 'E2', 'E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393944,"['E1', 'E2']"
5393946,"['E1', 'E1', 'E1']"
5393948,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393950,"['E1', 'E1', 'E1']"
5393952,"['E1', 'E2']"
5393955,"['E1', 'E1', 'E1', 'E1', 'E2']"
5393956,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393957,"['E1', 'E1', 'E1']"
5393959,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393962,"['E1', 'E2']"
5393963,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393966,"['E1', 'E2', 'E1', 'E1', 'E1']"
5393968,"['E1', 'E1', 'E1']"
5393969,"['E1', 'E2']"
5393971,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393973,"['E1', 'E2']"
5393975,"['E1', 'E1', 'E1']"
5393976,"['E1', 'E2']"
5393977,"['E1', 'E1', 'E1']"
5393979,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5393980,"['E1', 'E2']"
5393983,"['E1', 'E2']"
5393984,"['E1', 'E1', 'E1']"
5393986,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5393987,"['E1', 'E2']"
5393990,"['E1', 'E2']"
5393993,"['E1', 'E1', 'E1']"
5393994,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5393995,"['E1', 'E1', 'E1']"
5393998,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394001,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394002,"['E1', 'E1', 'E1']"
5394004,"['E1', 'E1', 'E1']"
5394005,"['E1', 'E2']"
5394007,"['E1', 'E1', 'E1']"
5394008,"['E1', 'E2']"
5394009,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394011,"['E1', 'E1', 'E1']"
5394012,"['E1', 'E2']"
5394013,"['E1', 'E1', 'E1']"
5394015,"['E1', 'E2']"
5394016,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394019,"['E1', 'E2']"
5394020,"['E1', 'E1', 'E1']"
5394022,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394024,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394025,"['E1', 'E1', 'E1']"
5394026,"['E1', 'E2']"
5394029,"['E1', 'E1', 'E1', 'E1']"
5394030,['E2']
5394031,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5394033,"['E1', 'E2']"
5394034,"['E1', 'E1', 'E1']"
5394037,"['E1', 'E2']"
5394038,"['E1', 'E1', 'E1']"
5394039,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394040,"['E1', 'E2']"
5394041,"['E1', 'E1', 'E1']"
5394043,"['E1', 'E1', 'E1']"
5394044,"['E1', 'E2']"
5394046,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394047,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394050,"['E1', 'E1', 'E1']"
5394051,"['E1', 'E2']"
5394052,"['E1', 'E1', 'E1']"
5394054,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394056,"['E1', 'E1', 'E1']"
5394057,"['E1', 'E1', 'E1']"
5394058,"['E1', 'E2']"
5394059,"['E1', 'E1', 'E1']"
5394061,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394065,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394066,"['E1', 'E1', 'E1']"
5394068,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394069,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394070,"['E1', 'E1', 'E1']"
5394072,"['E1', 'E2']"
5394074,"['E1', 'E1', 'E1']"
5394075,"['E1', 'E1', 'E1']"
5394076,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394077,"['E1', 'E1', 'E1']"
5394079,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394083,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394084,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E4']"
5394086,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394088,"['E1', 'E1', 'E1']"
5394090,"['E1', 'E2']"
5394091,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394092,"['E1', 'E1', 'E1']"
5394093,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394095,"['E1', 'E1', 'E1']"
5394097,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394099,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394100,"['E1', 'E2']"
5394101,"['E1', 'E1', 'E1']"
5394102,"['E1', 'E1', 'E1']"
5394104,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394105,"['E1', 'E1', 'E1']"
5394106,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394107,"['E1', 'E2']"
5394110,"['E1', 'E1', 'E1']"
5394111,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394113,"['E1', 'E1', 'E1']"
5394114,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394115,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394118,"['E1', 'E2']"
5394119,"['E1', 'E1']"
5394120,"['E1', 'E1', 'E1']"
5394121,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394122,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394124,"['E1', 'E1', 'E1']"
5394125,"['E1', 'E2']"
5394128,['E1']
5394129,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394131,"['E1', 'E1', 'E1']"
5394132,"['E1', 'E2']"
5394133,"['E1', 'E1', 'E1']"
5394136,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394138,"['E1', 'E1', 'E1']"
5394139,"['E1', 'E2']"
5394140,"['E1', 'E1', 'E1']"
5394142,"['E1', 'E1', 'E1']"
5394143,"['E1', 'E2']"
5394144,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394146,"['E1', 'E2']"
5394147,"['E1', 'E1', 'E1']"
5394149,"['E1', 'E1', 'E1']"
5394150,"['E1', 'E2']"
5394151,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394153,"['E1', 'E2']"
5394156,"['E1', 'E1', 'E1']"
5394157,"['E1', 'E2']"
5394158,"['E1', 'E1', 'E1']"
5394159,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394160,"['E1', 'E1', 'E1']"
5394161,"['E1', 'E2']"
5394164,"['E1', 'E2']"
5394166,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394167,"['E1', 'E1', 'E1']"
5394168,"['E1', 'E2']"
5394169,"['E1', 'E1', 'E1']"
5394171,"['E1', 'E2']"
5394174,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394175,"['E1', 'E2']"
5394176,"['E1', 'E1', 'E1']"
5394178,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394181,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394182,"['E1', 'E2']"
5394185,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394187,"['E1', 'E1', 'E1']"
5394189,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394193,"['E1', 'E2']"
5394194,"['E1', 'E1', 'E1']"
5394196,"['E1', 'E2', 'E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394200,"['E1', 'E2']"
5394203,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394204,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394205,"['E1', 'E1', 'E1']"
5394207,"['E1', 'E2']"
5394210,"['E1', 'E2']"
5394211,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394212,"['E1', 'E1', 'E1']"
5394214,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394217,"['E1', 'E2']"
5394219,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394221,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394223,"['E1', 'E1', 'E1']"
5394224,"['E1', 'E2']"
5394226,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394228,"['E1', 'E2']"
5394230,"['E1', 'E1', 'E1']"
5394231,"['E1', 'E2']"
5394232,"['E1', 'E1', 'E1']"
5394234,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394235,"['E1', 'E2']"
5394239,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394241,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394242,"['E1', 'E2']"
5394246,"['E1', 'E2']"
5394248,"['E1', 'E1', 'E1']"
5394249,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394250,"['E1', 'E1', 'E1']"
5394253,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394256,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394257,"['E1', 'E1', 'E1']"
5394259,"['E1', 'E1', 'E1']"
5394260,"['E1', 'E2']"
5394262,"['E1', 'E1', 'E1']"
5394263,"['E1', 'E2']"
5394264,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394266,"['E1', 'E1', 'E1']"
5394267,"['E1', 'E2']"
5394268,"['E1', 'E1', 'E1']"
5394270,"['E1', 'E2']"
5394271,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394274,"['E1', 'E2']"
5394275,"['E1', 'E1', 'E1']"
5394277,"['E1', 'E1', 'E1']"
5394278,"['E1', 'E2']"
5394279,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394280,"['E1', 'E1', 'E1']"
5394281,"['E1', 'E2']"
5394284,"['E1', 'E1', 'E1']"
5394285,"['E1', 'E2']"
5394286,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5394288,"['E1', 'E2']"
5394289,"['E1', 'E1', 'E1']"
5394292,"['E1', 'E2']"
5394293,"['E1', 'E1', 'E1']"
5394294,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394295,"['E1', 'E2']"
5394296,"['E1', 'E1', 'E1']"
5394298,"['E1', 'E1', 'E1']"
5394299,"['E1', 'E2']"
5394301,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394302,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394305,"['E1', 'E1', 'E1']"
5394306,"['E1', 'E2']"
5394307,"['E1', 'E1', 'E1']"
5394309,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394311,"['E1', 'E1', 'E1']"
5394313,"['E1', 'E2']"
5394314,"['E1', 'E1', 'E1']"
5394316,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394317,"['E1', 'E2']"
5394320,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394321,"['E1', 'E1', 'E1']"
5394323,"['E1', 'E1', 'E1']"
5394324,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394325,"['E1', 'E1', 'E1']"
5394327,"['E1', 'E2']"
5394329,"['E1', 'E1', 'E1']"
5394330,"['E1', 'E1', 'E1']"
5394331,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394332,"['E1', 'E1', 'E1']"
5394334,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394338,"['E1', 'E2']"
5394339,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394341,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394343,"['E1', 'E1', 'E1']"
5394345,"['E1', 'E2']"
5394346,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394348,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394350,"['E1', 'E1', 'E1']"
5394352,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394354,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394356,"['E1', 'E2']"
5394359,"['E1', 'E1', 'E1', 'E1', 'E2']"
5394361,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394363,"['E1', 'E2']"
5394366,"['E1', 'E2']"
5394368,"['E1', 'E1', 'E1']"
5394369,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394370,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394372,['E4']
5394373,"['E1', 'E2']"
5394376,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394377,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394379,"['E1', 'E1', 'E1']"
5394380,"['E1', 'E2']"
5394384,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394386,"['E1', 'E1', 'E1']"
5394387,"['E1', 'E2']"
5394388,"['E1', 'E1', 'E1']"
5394391,"['E1', 'E2']"
5394392,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394395,"['E1', 'E2', 'E1', 'E1', 'E1']"
5394396,['E1']
5394397,"['E1', 'E1', 'E1']"
5394398,"['E1', 'E2']"
5394399,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394402,"['E1', 'E2']"
5394404,"['E1', 'E1', 'E1']"
5394405,"['E1', 'E2']"
5394406,"['E1', 'E1', 'E1']"
5394407,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394409,"['E1', 'E2']"
5394412,"['E1', 'E2']"
5394413,"['E1', 'E1', 'E1']"
5394414,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394415,"['E1', 'E1', 'E1']"
5394416,"['E1', 'E2']"
5394418,"['E1', 'E1', 'E1']"
5394419,"['E1', 'E2']"
5394422,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5394423,"['E1', 'E2']"
5394424,"['E1', 'E1', 'E1']"
5394426,"['E1', 'E2']"
5394427,"['E1', 'E1', 'E1']"
5394429,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5394430,"['E1', 'E2']"
5394431,"['E1', 'E1', 'E1']"
5394433,"['E1', 'E1', 'E1']"
5394434,"['E1', 'E2']"
5394436,"['E1', 'E1', 'E1']"
5394437,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5394440,"['E1', 'E1', 'E1']"
5394441,"['E1', 'E2']"
5394443,"['E1', 'E1', 'E1']"
